,Product,Review,Negative,Neutral,Positive,sentiment
78,"(Renewed) Dell Latitude E5470 Intel Core i5 6th Gen.6200u Processor 14.1 Inches HD Screen Notebook Computer (8 GB Ram &amp; 256 GB SSD, Windows 10 Pro, 1.71Kg)","The PC itself is good but the vendor has unknowingly or deliberately messed up the refurbishment. The keyboard is completely rubbish. The second row of keys from the top (with numbers) and symbols are mis-matched. Specifically,  keys with numerals 6 onwards have symbols on them that are not seen on any standard keyboard. For example key 6 has the symbol & whereas in a standard key 6 comes with the symbol ^All the keys after 6 have this issue as also symbol keys near the ENTER key and shift key on the right hand side of the keyboard.I am surprised that anyone in their right mind would sell such a PC.Amazon has very kindly agreed to replace but I strongly suspect it will have the same issue. Keep tuned!!UPDATEThe replacement arrived today and within 10 minutes decided to return it. The keyboard was right but System properties showed that the OS was Windows 10 Home instead of Windows 10 ProI would highly recommend not to buy anything from the vendor USEDBUTNEW. Either he is unqualified to refurbish or is doing this deliberately, selling bad PCs.",5.1,82.8,12.1,neu
79,"(Renewed) Dell Latitude E5470 Intel Core i5 6th Gen.6200u Processor 14.1 Inches HD Screen Notebook Computer (8 GB Ram &amp; 256 GB SSD, Windows 10 Pro, 1.71Kg)","Laptop is ok at present its just after 2 days of use. Charger sent along with it is of HP rather than of Dell that too faulty, not charging the laptop. Atleast proper charger should be sent.",5.8,88.6,5.6,neu
80,"(Renewed) Dell Latitude E5470 Intel Core i5 6th Gen.6200u Processor 14.1 Inches HD Screen Notebook Computer (8 GB Ram &amp; 256 GB SSD, Windows 10 Pro, 1.71Kg)","The media could not be loaded.
                



 Bad experience(01-:  Speakers not working(02-:  display white shadow(03-:  earphone jack problemDon't buy this laptop",0,87,13,neu
81,"(Renewed) Dell Latitude E5470 Intel Core i5 6th Gen.6200u Processor 14.1 Inches HD Screen Notebook Computer (8 GB Ram &amp; 256 GB SSD, Windows 10 Pro, 1.71Kg)",The media could not be loaded.,0,100,0,neu
82,"(Renewed) Dell Latitude E5470 Intel Core i5 6th Gen.6200u Processor 14.1 Inches HD Screen Notebook Computer (8 GB Ram &amp; 256 GB SSD, Windows 10 Pro, 1.71Kg)",Everything is beautiful and superb in this range. The product was delivered without a laptop bag but that's ok because it's a renewed product and already mentioned by Amazon. The laptop is like a brand new one and working flawlessly. Nothing more is expected at this price range.,0,73.3,26.7,neu
83,"(Renewed) Dell Latitude E5470 Intel Core i5 6th Gen.6200u Processor 14.1 Inches HD Screen Notebook Computer (8 GB Ram &amp; 256 GB SSD, Windows 10 Pro, 1.71Kg)","Best product on affordable price, no complain after six months",0,55.9,44.1,neu
84,"(Renewed) Dell Latitude E5470 Intel Core i5 6th Gen.6200u Processor 14.1 Inches HD Screen Notebook Computer (8 GB Ram &amp; 256 GB SSD, Windows 10 Pro, 1.71Kg)",I have purchased a renewed laptop in amazon which is comfortable to office use and am glad to order this product with affordable price,0,72.4,27.6,neu
85,"(Renewed) Dell Latitude E5470 Intel Core i5 6th Gen.6200u Processor 14.1 Inches HD Screen Notebook Computer (8 GB Ram &amp; 256 GB SSD, Windows 10 Pro, 1.71Kg)",Product battery does not work long time after 45%i it's drain fast,0,100,0,neu
86,"(Renewed) Dell Latitude E5470 Intel Core i5 6th Gen.6200u Processor 14.1 Inches HD Screen Notebook Computer (8 GB Ram &amp; 256 GB SSD, Windows 10 Pro, 1.71Kg)",Totally value for money. Working perfectly upto expectation.,0,46.5,53.5,pos
87,"(Renewed) Dell Latitude E5470 Intel Core i5 6th Gen.6200u Processor 14.1 Inches HD Screen Notebook Computer (8 GB Ram &amp; 256 GB SSD, Windows 10 Pro, 1.71Kg)",I am facing many challenges with renewed one.. there's was broken panel and after 2 weeks panel replacement done but laptop is not getting on ..power shows on but no display. Service team also not good very late.,18.5,78.9,2.7,neu
88,"(Renewed) Dell Latitude E5470 Intel Core i5 6th Gen.6200u Processor 14.1 Inches HD Screen Notebook Computer (8 GB Ram &amp; 256 GB SSD, Windows 10 Pro, 1.71Kg)",I not very satisfied but okay product,18.6,52.5,28.8,neu
89,"(Renewed) Dell Latitude E5470 Intel Core i5 6th Gen.6200u Processor 14.1 Inches HD Screen Notebook Computer (8 GB Ram &amp; 256 GB SSD, Windows 10 Pro, 1.71Kg)","We recieved the laptop few days back and it was up to our expectations. It worked fine and fast. Support from the seller was also good, they helped with the os set up right after contacting them. Overall we were highly satisfied with this product! 👍",0,79.9,20.1,neu
90,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU","Received the laptop on time ( 03 Feb 2023), laptop is packed properly , look and feel is good, screen ,functioning is proper,but when i checked on HP portal i shocked , the laptop has only 7month of warranty left, that means its a used laptop , i  called the amazon team and post there checking they accepted that  its used one and return is initiated,so please check on warranty side once you received the laptop if you want to purchase the same.laptop is good in price which they are offering but need to check for such issue,",1.6,89,9.4,neu
91,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",,0,0,0,neg
92,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",Very Good,0,23.8,76.2,pos
93,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",,0,0,0,neg
94,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",Good,0,0,100,pos
95,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",Good At this price fast charging support as well overall features.,0,51,49,neu
96,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",Office 2021 is not installed in the system . It prompts for office 365,0,100,0,neu
97,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU","I purchased hp laptop but this is already used one and warrenty also registered in 6 months before i purchased,  please check as ur warrenty details kindly u purchased,  so support from the amazon,  i contact the amazon and hp helps.. But did not help as i am calling the customer services say i vonnecting concerned team  and iam waiting 10 to 20 min then that team again i say this issue but he dont know then that agent again connect to another team.  This procedure continue in one time  my 2 hr loss to this issue, then i am trying next day..  Againt again this procces not aswerd or not possible to return or refund proced...  Very bad customer service  in hp and amazon..  Dnt buy from amazon...  One u purachase u look at that is return or replace option if there but that cant u to possible..  We call as customer and connecting  this procces consume more time and dates..  Then last finish ur last date on return and refund option...  Then ur cash loss and use in that product problem...  This issue iam facing..  So dnt buy..  Please trust me...  Better to u go flipkar or.. Better option..  Buy to offline..",7.9,76.1,16,neu
98,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",Cheez bdhiya hai ekdam rapchik chiz hai 👍👍,0,100,0,neu
99,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",Not value for money,40.4,59.6,0,neu
100,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",This laptop is very good and latest but it's antivirus has already been expired 145 days ago. This shows a false commitment for a customer from the seller.,0,82.5,17.5,neu
101,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",Battery issue.,0,100,0,neu
102,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",I bought HP 15s-ey1508AU  & I found an issue with the battery consumption indication which was not shown the consumption of battery & battery stuck on a particular level. Then I place a replacement and got new device but the issue is not resolve & I suffer the same issue with new device too.This is the worst experience ever with HP laptop,20.2,79.8,0,neu
103,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",Battery freeze at some point angry 😡😡😡,22.8,69,8.3,neu
104,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",☺️☺️☺️ worth,0,21.6,78.4,pos
105,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU","Free MS Office, Free Pre Installed Original window",0,36,64,pos
106,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",To resolve battery issue full charge and discharge the laptop servel times.👍👍👍,0,86.7,13.3,neu
107,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU","Best laptop in this price segment.Good cpu speed, starting time is less than 10 secs.I disappointed little bit by screen.It give extra glow.",11,74.2,14.8,neu
108,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",All is good.,0,40.8,59.2,pos
109,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",Value for money,0,45.5,54.5,pos
110,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",Good product,0,25.6,74.4,pos
111,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU","The battery percentage keeps freezing. If you see reviews, many people are facing this issue. Don't go for this.",7.2,92.8,0,neu
112,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",,0,0,0,neg
113,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU","The laptop arrived defective the laptop doesn't start. very bad cheap quality product. After sales service is pathetic.  I generally buy Dell products, first time bought HP product, very bad experience. NEVER going to buy from HP in my life.",21,72.8,6.2,neu
114,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",quality is nice,0,41.7,58.3,pos
115,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",money waste and fraud,76.7,23.3,0,neg
116,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",It's a good laptop,0,50.8,49.2,neu
117,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",,0,0,0,neg
118,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU","I purchased the laptop but, it started to show problem within 2 days.Don't buy this laptop buy some other brand laptop. I bought this laptop at 30k",12,88,0,neu
119,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU","Battey performense 6 hrs , prise renge product best  , warenty issue 6 monts only , build quilety best h",0,68.2,31.8,neu
120,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",The Product is defective with Black Screen,32.6,67.4,0,neu
121,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",there no any fingerprint sensor very cheap quality material used it in  i am not satisfied with hp laptop thank u,18.1,71.9,10,neu
122,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",The specifications provide by this laptop is good but in terms of gaming or any other moderate multitasking it unable to perform good. It can consider a basic laptop. Even there's not pree installed MS Office promises by brand this is a SCAM. It is a basic laptop.,10.4,74.1,15.5,neu
123,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",Heating issue is major concern normal gou temperature is 40 to 60 degree Celsius and during ging it goes to 80 degree Celsius in asphalt 9 in the month of December when temperature is 15 degree Celsius. You can't play asphalt like heavy games during summer without a ac room,8,92,0,neu
124,"HP 15s-Ryzen 3 3250U 8GB SDRAM/256GB SSD 15.6inch(39.6cm) HD, Micro-Edge Laptop/AMD Radeon Graphics/Dual Speakers/Win 11 Home/MS Office/Fast Charge/Jet Black/1.69Kg, 15s-ey1508AU",Everyday you have to call the customer service and they don't provide any solution to your problem. The worst brand ever.......Do not purchase any product of HP,26.7,73.3,0,neu
